"","ID","Year","Month","Lat","Lon","Depth","Catch_w","Catch_n","Catch_w_m","Catch_w_f","Tow_length_nm","Sample_size","Female","Male","Juvenile","Adult","Female2","Male2","Juvenile2","Adult2","Day","DOY"
"572","200653",2006,5,44.12742,-69.01672,33,32.06,103,21.02,11.04,0.806,103,42,61,5,98,42,61,5,98,16,136
"573","200654",2006,5,44.20617,-69.0242,13.2,6.99,27,3.9,3.09,0.664,27,12,15,1,26,12,15,1,26,16,136
"574","200655",2006,5,44.1766,-68.94087,29.3,3.38,11,2.4,0.98,0.801,11,3,8,0,11,3,8,0,11,16,136
"575","200656",2006,5,44.20352,-68.94645,12,0.81,2,0.81,0,0.848,2,0,2,0,2,0,2,0,2,16,136
"576","200657",2006,5,44.2574,-68.89477,23,0,0,0,0,0.848,0,0,0,0,0,0,0,0,0,16,136
"577","200658",2006,5,43.76772,-68.7844,54.8,1.48,4,1.34,0.14,0.774,4,1,3,0,4,1,3,0,4,17,137
"578","200659",2006,5,43.65187,-68.75542,88.4,0.65,1,0,0.65,0.757,1,1,0,0,1,1,0,0,1,17,137
"579","20066",2006,5,42.90967,-70.65717,31,7.9,33,3.9,4,0.791,33,19,14,1,32,19,14,1,32,3,123
"580","200660",2006,5,43.67828,-68.7432,69.5,0,0,0,0,0.731,0,0,0,0,0,0,0,0,0,17,137
"581","200661",2006,5,43.68112,-68.85435,61.1,3,3,0,3,0.777,3,3,0,0,3,3,0,0,3,17,137
"582","200662",2006,5,43.7839,-68.70683,57.4,4.08,4,0.26,3.82,0.808,4,3,1,0,4,3,1,0,4,18,138
"583","200663",2006,5,43.82395,-68.56152,67.3,7.32,3,7.32,0,0.788,3,0,3,0,3,0,3,0,3,18,138
"584","200664",2006,5,43.86165,-68.61,59,3.6,6,1.79,1.81,0.815,6,3,3,0,6,3,3,0,6,18,138
"585","200665",2006,5,43.88483,-68.75653,50.4,11.86,28,5.36,6.5,0.813,28,17,11,1,27,17,11,1,27,18,138
"586","200666",2006,5,43.98772,-68.74067,41.6,17.36,64,10.12,7.24,0.769,64,29,35,8,56,29,35,8,56,18,138
"587","200667",2006,5,44.13423,-68.7805,12.3,22.64,97,13.44,9.2,0.638,97,46,51,18,79,46,51,18,79,19,139
"588","200668",2006,5,44.14673,-68.75958,25.6,15.54,57,8.26,7.28,0.782,57,27,30,1,56,27,30,1,56,19,139
"589","200669",2006,5,44.16523,-68.53128,17.1,59.74,229,34.62,25.12,0.794,229,110,118,31,198,110.482456140351,118.517543859649,31,198,22,142
"590","20067",2006,5,42.88162,-70.60247,44,8.06,4,6.84,1.22,0.906,4,2,2,0,4,2,2,0,4,3,123
"591","200670",2006,5,44.06368,-68.4022,30.3,26.42,93,16.86,9.56,0.794,93,44,49,6,87,44,49,6,87,22,142
"592","200671",2006,5,44.03855,-68.4057,40,9.22,32,4.08,5.14,0.814,32,18,14,2,30,18,14,2,30,22,142
"593","200672",2006,5,43.90623,-68.45105,64.4,2.68,4,0.66,2.02,0.826,4,3,1,0,4,3,1,0,4,23,143
"594","200673",2006,5,43.91997,-68.40468,61.9,4.86,7,0.8,4.06,0.853,7,6,1,0,7,6,1,0,7,23,143
"595","200674",2006,5,43.9509,-68.4029333,51.4,5.76,1,5.76,0,0.86,1,0,1,0,1,0,1,0,1,23,143
"596","200675",2006,5,43.95378,-68.2801,57.1,2.28,2,1.5,0.78,0.81,2,1,1,0,2,1,1,0,2,23,143
"597","200676",2006,5,43.96013,-68.233,58.7,1.8,2,0,1.8,0.809,2,2,0,0,2,2,0,0,2,23,143
"598","200677",2006,5,44.01565,-68.19485,54.2,2.16,4,0.54,1.62,0.793,4,3,1,0,4,3,1,0,4,23,143
"599","200678",2006,5,44.36527,-68.54137,14.7,0.15,1,0,0.15,0.814,1,1,0,0,1,1,0,0,1,24,144
"600","200679",2006,5,44.31998,-68.55827,14.5,0,0,0,0,0.821,0,0,0,0,0,0,0,0,0,24,144
"601","20068",2006,5,42.92545,-70.50073,54.5,2.62,4,0,2.62,0.783,4,4,0,0,4,4,0,0,4,3,123
"602","200680",2006,5,44.27717,-68.46958,21.5,7.84,23,4,3.84,0.872,23,10,13,1,22,10,13,1,22,24,144
"603","200681",2006,5,44.20712,-68.30522,15.6,149.1,548,73.62,75.48,0.821,548,279,268,18,530,279.510054844607,268.489945155393,18,530,24,144
"604","200682",2006,5,44.21753,-68.06887,42.1,12.24,60,6.08,6.16,0.851,60,26,34,19,41,26,34,19,41,25,145
"605","200683",2006,5,44.18363,-68.09707,42.2,14.16,65,6.9,7.26,0.826,65,34,31,13,52,34,31,13,52,25,145
"606","200684",2006,5,44.20262,-68.01905,45.2,10.64,19,8,2.64,0.816,19,9,10,1,18,9,10,1,18,25,145
"607","200685",2006,5,44.16428,-67.95025,48.2,3.36,5,3.36,0,0.85,5,0,5,0,5,0,5,0,5,25,145
"608","200686",2006,5,44.0829,-68.03278,54.3,2.98,3,2.44,0.54,0.754,3,1,2,0,3,1,2,0,3,25,145
"609","200687",2006,5,44.06078,-68.03368,58.2,1.97,3,0.89,1.08,0.821,3,2,1,0,3,2,1,0,3,25,145
"610","200688",2006,5,44.46425,-68.20633,11.5,6.44,23,4.62,1.82,0.84,23,8,15,0,23,8,15,0,23,26,146
"611","200689",2006,5,44.42592,-68.15393,26,9.81,34,5.35,4.46,0.821,34,14,20,4,30,14,20,4,30,26,146
"612","20069",2006,5,42.90242,-70.46793,59.7,2.84,2,0,2.84,0.871,3,3,0,0,3,2,0,0,2,3,123
"613","200690",2006,5,44.29415,-68.05065,35.7,19.42,81,8.66,10.76,0.659,81,49,32,13,68,49,32,13,68,26,146
"614","200691",2006,5,44.28322,-68.12968,36.6,27.66,107,13.26,14.4,0.792,107,53,54,10,97,53,54,10,97,26,146
"615","200692",2006,5,44.26843,-67.94797,33.7,10.14,42,4.02,6.12,0.806,42,27,15,3,39,27,15,3,39,29,149
"616","200693",2006,5,44.2313,-67.94598,40.2,15.22,32,9.68,5.54,0.642,32,17,15,4,28,17,15,4,28,29,149
"617","200694",2006,5,44.33832,-67.74518,37.7,26.8,56,13.1,13.7,0.814,56,34,22,5,51,34,22,5,51,29,149
"618","200695",2006,5,44.4091,-67.68633,26.5,67.56,273,32.7,34.86,0.819,273,150,123,18,255,150,123,18,255,29,149
"619","200696",2006,5,44.20227,-67.72002,68.3,0.4,1,0.4,0,0.795,1,0,1,0,1,0,1,0,1,30,150
"620","200697",2006,5,44.23607,-67.66505,56.5,3.96,6,2.82,1.14,0.812,6,3,3,1,5,3,3,1,5,30,150
"621","200698",2006,5,44.29288,-67.51212,60.1,3.6,6,2.95,0.65,0.855,6,2,4,0,6,2,4,0,6,30,150
"622","200699",2006,5,44.3134,-67.37813,102.5,0,0,0,0,0.783,0,0,0,0,0,0,0,0,0,30,150
"623","20071",2007,5,42.93688,-70.7453,15.1,0.32,2,0.26,0.06,0.82,2,1,1,1,1,1,1,1,1,7,127
"624","200710",2007,5,43.07315,-70.53625,32,6.16,22,3.16,3,0.818,22,10,12,0,22,10,12,0,22,8,128
"625","2007100",2007,6,44.41887,-67.46263,45,12.84,42,5.3,7.54,0.823,42,24,18,2,40,24,18,2,40,7,158
"626","2007101",2007,6,44.7723,-66.96408,47.5,0.6,2,0,0.6,0.85,2,2,0,0,2,2,0,0,2,8,159
"627","2007102",2007,6,44.72477,-67.07585,33,9.66,27,4.86,4.8,0.862,27,12,15,0,27,12,15,0,27,8,159
"628","2007103",2007,6,44.71315,-66.95775,55.4,1.4,5,0.78,0.62,1.02,5,2,3,0,5,2,3,0,5,8,159
"629","2007104",2007,6,44.63573,-67.06715,43.9,24.24,100,13.86,10.38,0.92,100,50,50,13,87,50,50,13,87,8,159
"630","2007105",2007,6,44.6313,-67.32503,10.4,20.98,96,13.36,7.62,0.803,96,44,52,15,81,44,52,15,81,9,160
"631","2007106",2007,6,44.58982,-67.29557,28.8,17.14,49,6.96,10.18,0.88,49,31,18,2,47,31,18,2,47,9,160
"632","2007107",2007,6,44.53658,-67.43455,26.6,45.48,157,28.38,17.1,0.854,157,75,82,17,140,75,82,17,140,9,160
"633","2007108",2007,6,44.5256,-67.48617,20.7,31.44,124,15.14,16.3,0.828,124,68,56,6,118,68,56,6,118,9,160
"634","200711",2007,5,43.11487,-70.42372,30.1,9.43,28,5.99,3.44,0.835,28,17,11,0,28,17,11,0,28,9,129
"635","200712",2007,5,43.15353,-70.3784,48.5,10.82,36,6.16,4.66,0.86,36,13,23,0,36,13,23,0,36,9,129
"636","200713",2007,5,43.1949,-70.42822,27.5,2.28,10,1.36,0.92,0.794,10,5,5,0,10,5,5,0,10,9,129
"637","200714",2007,5,43.32922,-70.50463,9.4,0.14,1,0.14,0,0.805,1,0,1,0,1,0,1,0,1,9,129
"638","200715",2007,5,43.42275,-70.28952,32.5,21.96,92,12.58,9.38,0.831,92,43,49,10,82,43,49,10,82,9,129
"639","200716",2007,5,43.24972,-70.1728,69.1,0.79,3,0.68,0.11,0.86,3,1,2,0,3,1,2,0,3,10,130
"640","200717",2007,5,43.32507,-70.1965,56.8,3.72,12,2.14,1.58,0.866,12,5,7,0,12,5,7,0,12,10,130
"641","200718",2007,5,43.40285,-70.13347,59.1,5.02,14,2.76,2.26,0.849,14,5,9,0,14,5,9,0,14,10,130
"642","200719",2007,5,43.44808,-70.1828,47.5,32.32,115,20.38,11.94,0.868,115,47,68,8,107,47,68,8,107,10,130
"643","20072",2007,5,42.87555,-70.73122,20,13.74,39,17.32,6.42,0.841,39,17,22,0,39,17,22,0,39,7,127
"644","200720",2007,5,43.41525,-70.23743,47.2,23.44,108,15.42,8.02,0.855,108,42,66,8,100,42,66,8,100,10,130
"645","200721",2007,5,43.42982,-70.31045,19,24.28,82,11.96,12.32,0.814,82,41,41,1,81,41,41,1,81,11,131
"646","200722",2007,5,43.51413,-70.34505,6.3,0.3,1,0.3,0,0.815,1,0,1,0,1,0,1,0,1,11,131
"647","200723",2007,5,43.5318,-70.25608,13.8,2.18,6,1.6,0.58,0.83,6,2,4,1,5,2,4,1,5,11,131
"648","200724",2007,5,43.505,-70.23898,24.7,10.26,49,4.6,5.66,0.783,49,24,25,5,44,24,25,5,44,11,131
"649","200725",2007,5,43.75002,-70.04833,18.9,33.32,136,19.32,14,0.841,136,67,69,16,120,67,69,16,120,14,134
"650","200726",2007,5,43.65977,-69.91297,27,23.02,132,11.14,11.88,0.86,132,77,55,34,98,77,55,34,98,14,134
"651","200727",2007,5,43.55537,-69.9942,52.6,7.18,29,3.54,3.64,0.882,29,15,14,1,28,15,14,1,28,14,134
"652","200728",2007,5,43.50213,-70.1089,48.2,9.26,42,4.18,5.08,0.868,42,25,17,2,40,25,17,2,40,14,134
"653","200729",2007,5,43.6277,-70.1264,21,17.5,63,8.74,8.76,0.453,63,32,31,0,63,32,31,0,63,14,134
"654","20073",2007,5,42.87195,-70.5712,46.7,2.16,5,1.28,0.88,0.823,5,2,3,0,5,2,3,0,5,7,127
"655","200730",2007,5,43.69918,-69.91648,19.1,21,98,13.94,7.06,0.491,98,36,62,13,85,36,62,13,85,15,135
"656","200731",2007,5,43.68358,-69.83345,12.2,10.44,34,6.46,3.98,0.806,34,14,20,1,33,14,20,1,33,15,135
"657","200732",2007,5,43.63222,-69.70155,47.7,7.56,18,1.56,6,0.858,18,13,5,1,17,13,5,1,17,15,135
"658","200733",2007,5,43.57293,-69.77228,60.1,2.32,3,1.44,0.88,0.814,3,2,1,0,3,2,1,0,3,15,135
"659","200734",2007,5,43.60803,-69.86385,45,10.52,45,5.8,4.72,0.793,45,21,24,4,41,21,24,4,41,15,135
"660","200735",2007,5,43.51513,-69.7135,70.4,2.81,4,0.85,1.96,0.824,4,3,1,0,4,3,1,0,4,16,136
"661","200736",2007,5,43.56378,-69.68587,62.4,1.04,2,0.36,0.68,0.736,2,1,1,0,2,1,1,0,2,16,136
"662","200737",2007,5,43.83922,-69.48475,33.5,29.14,169,14.36,14.78,0.838,169,92,77,35,134,92,77,35,134,16,136
"663","200738",2007,5,43.91583,-69.44682,10,19.34,110,11.72,7.62,0.789,110,49,61,21,89,49,61,21,89,17,137
"664","200739",2007,5,43.85307,-69.41365,37.8,26.54,142,14.92,11.62,0.925,142,66,76,27,115,66,76,27,115,17,137
"665","20074",2007,5,42.92358,-70.53308,46.5,6.12,13,1.72,4.4,0.82,13,3,10,0,13,3,10,0,13,7,127
"666","200740",2007,5,43.88457,-69.324,14.9,13.48,70,9.08,4.4,0.75,70,31,39,22,48,31,39,22,48,17,137
"667","200741",2007,5,43.80362,-69.36067,41.8,36.56,176,22.18,14.38,0.8,176,77,99,21,155,77,99,21,155,17,137
"668","200742",2007,5,43.69403,-69.50942,62.9,1.59,4,0.19,1.4,0.844,4,3,1,0,4,3,1,0,4,17,137
"669","200743",2007,5,43.70405,-69.80365,10,22.66,76,13.8,8.86,0.6,76,31,45,3,73,31,45,3,73,18,138
"670","200744",2007,5,43.68878,-69.65808,45.2,19.94,93,9.42,10.52,0.805,93,44,49,14,79,44,49,14,79,18,138
"671","200745",2007,5,43.75352,-69.62628,30,22.83,130,9.55,13.28,0.449,130,78,52,30,100,78,52,30,100,18,138
"672","200746",2007,5,43.7839,-69.23048,46.1,24.56,118,14.5,10.06,0.721,118,61,57,28,90,61,57,28,90,21,141
"673","200747",2007,5,43.75322,-69.14507,53.4,5.84,16,2.4,3.44,0.786,16,8,8,1,15,8,8,1,15,21,141
"674","200748",2007,5,43.8095,-69.03423,39.9,23.52,90,12.58,10.94,0.803,90,45,45,4,86,45,45,4,86,21,141
"675","200749",2007,5,43.92637,-69.12158,20.2,133.81,545,78.46,55.35,0.851,545,251,294,46,499,251,294,46,499,21,141
"676","20075",2007,5,42.95555,-70.49135,50.5,2.94,6,1.06,1.88,0.835,6,3,3,1,5,3,3,1,5,7,127
"677","200750",2007,5,44.1358,-68.94132,34.5,15.7,61,11.42,4.28,0.779,61,18,43,2,59,18,43,2,59,22,142
"678","200751",2007,5,44.24517,-68.90818,17.9,0.51,2,0.31,0.2,1.06,2,1,1,0,2,1,1,0,2,22,142
"679","200752",2007,5,44.21607,-68.92008,26.8,0,0,0,0,0.844,0,0,0,0,0,0,0,0,0,22,142
"680","200753",2007,5,44.26568,-68.99442,25,4.9,28,3.44,1.46,0.903,28,11,17,3,25,11,17,3,25,22,142
"681","200754",2007,5,44.16808,-69.04498,15.7,5.36,21,4.56,0.8,0.769,21,4,17,2,19,4,17,2,19,22,142
"682","200755",2007,5,43.61045,-69.042,70,7.94,5,5.94,2,0.814,5,2,3,0,5,2,3,0,5,23,143
"683","200756",2007,5,43.60752,-68.94287,70.4,3.18,6,0.44,2.74,0.836,5,4,1,0,5,4.8,1.2,0,6,23,143
"684","200757",2007,5,43.56867,-68.88452,65.7,5.59,6,1.24,4.35,0.786,6,5,1,0,6,5,1,0,6,23,143
"685","200758",2007,5,43.98842,-68.74398,39.8,70.48,332,39.26,31.22,0.845,332,151,181,45,287,151,181,45,287,24,144
"686","200759",2007,5,43.9649,-68.71817,43.1,27.52,96,12.08,15.44,0.779,96,54,42,7,89,54,42,7,89,24,144
"687","20076",2007,5,43.00962,-70.55122,36.4,6.62,25,3.9,2.72,0.859,25,9,16,0,25,9,16,0,25,8,128
"688","200760",2007,5,43.93045,-68.7997,45.3,22.12,75,10.52,11.6,0.803,75,37,38,6,69,37,38,6,69,24,144
"689","200761",2007,5,43.90325,-68.75642,47.3,14.04,44,6.44,7.6,0.836,44,21,23,2,42,21,23,2,42,24,144
"690","200762",2007,5,43.89913,-68.6647,52,8.8,25,4.22,4.58,0.758,25,11,14,0,25,11,14,0,25,24,144
"691","200763",2007,5,43.8501,-68.57938,61.7,7.14,7,4.92,2.22,0.752,7,3,4,0,7,3,4,0,7,24,144
"692","200764",2007,5,44.04863,-68.6724,23.9,38.52,176,15.76,22.76,0.606,176,98,78,34,142,98,78,34,142,25,145
"693","200765",2007,5,44.14697,-68.76097,27.1,40.98,154,17.71,23.27,0.862,154,81,73,7,147,81,73,7,147,25,145
"694","200766",2007,5,44.24663,-68.72398,9.3,3,14,2.32,0.68,0.718,14,4,10,0,14,4,10,0,14,25,145
"695","200767",2007,5,44.26772,-68.78647,11.1,0,0,0,0,0.628,0,0,0,0,0,0,0,0,0,25,145
"696","200768",2007,5,44.1588,-68.54185,13.2,39.37,134,23.08,16.29,0.66,134,59,75,12,122,59,75,12,122,28,148
"697","200769",2007,5,43.98653,-68.55183,44.7,21.16,76,9.7,11.46,0.84,76,40,36,3,73,40,36,3,73,28,148
"698","20077",2007,5,42.9846,-70.42235,57.4,0.33,2,0.43,0.23,0.844,2,1,1,0,2,1,1,0,2,8,128
"699","200770",2007,5,43.95292,-68.57682,45.9,11.66,30,5.6,6.06,0.855,30,16,14,0,30,16,14,0,30,28,148
"700","200771",2007,5,43.94475,-68.47435,52.5,1.28,2,0,1.28,0.799,2,2,0,0,2,2,0,0,2,28,148
"701","200772",2007,5,43.83162,-68.51708,82.6,1.16,2,0,1.16,0.789,2,2,0,0,2,2,0,0,2,29,149
"702","200773",2007,5,43.86625,-68.37307,68.8,0.67,1,0,0.67,0.778,1,1,0,0,1,1,0,0,1,29,149
"703","200774",2007,5,43.92275,-68.14313,81.8,8.18,11,0.54,7.64,0.797,11,10,1,0,11,10,1,0,11,29,149
"704","200775",2007,5,44.0175,-68.3475,46.7,7.44,24,3.22,4.22,0.829,24,14,10,0,24,14,10,0,24,29,149
"705","200776",2007,5,44.27767,-68.51917,15,1.16,6,0.88,0.28,0.849,6,2,4,0,6,2,4,0,6,30,150
"706","200777",2007,5,44.34797,-68.53837,19.6,0.22,1,0,0.22,0.83,1,1,0,0,1,1,0,0,1,30,150
"707","200778",2007,5,44.21642,-68.44343,15.2,19.74,75,9.64,10.1,0.888,75,38,37,7,68,38,37,7,68,30,150
"708","200779",2007,5,44.20725,-68.36587,16.7,23.68,75,15.04,8.64,0.534,75,27,48,7,68,27,48,7,68,30,150
"709","20078",2007,5,43.05093,-70.28803,81.3,0,0,0,0,0.782,0,0,0,0,0,0,0,0,0,8,128
"710","200780",2007,5,44.2423,-68.1323,35.9,28.7,205,15.12,13.58,0.969,205,103,102,93,112,103,102,93,112,30,150
"711","200781",2007,6,44.10262,-68.11232,54.6,6.42,28,3.3,3.12,0.796,28,13,15,5,23,13,15,5,23,3,154
"712","200782",2007,6,44.05447,-68.06138,61.6,5.9,7,1.74,4.16,0.863,7,6,1,0,7,6,1,0,7,3,154
"713","200783",2007,6,44.152,-67.90413,54.2,3.2,5,0.68,2.52,0.839,5,3,2,0,5,3,2,0,5,3,154
"714","200784",2007,6,44.2254,-68.07997,40,25.92,151,13.1,12.82,0.812,151,77,74,38,113,77,74,38,113,3,154
"715","200785",2007,6,44.2995,-68.12928,34.2,41.32,242,23.91,17.41,0.842,242,110,132,75,167,110,132,75,167,3,154
"716","200786",2007,6,44.44153,-68.2223,24.4,4.7,18,1.8,2.9,0.809,18,10,8,2,16,10,8,2,16,4,155
"717","200787",2007,6,44.36137,-68.16285,25.2,117.1,553,63.16,53.94,0.869,553,262,291,102,451,262,291,102,451,4,155
"718","200788",2007,6,44.35637,-68.11547,30,72.5,424,39.5,33,0.667,424,190,234,98,326,190,234,98,326,4,155
"719","200789",2007,6,44.473,-67.7596,17.2,57.78,277,27.68,30.1,0.53,277,149,128,54,223,149,128,54,223,6,157
"720","20079",2007,5,43.09153,-70.28658,77.1,0.94,2,0.39,0.55,0.871,2,1,1,0,2,1,1,0,2,8,128
"721","200790",2007,6,44.4536,-67.72208,18.4,102.1,390,42.24,59.86,0.844,390,216,174,47,343,216,174,47,343,6,157
"722","200791",2007,6,44.42198,-67.73778,23.9,64.65,286,38.56,26.09,0.772,286,132,154,43,243,132,154,43,243,6,157
"723","200792",2007,6,44.33032,-67.77152,35.9,18.22,77,8.02,10.2,0.819,77,42,35,5,72,42,35,5,72,6,157
"724","200793",2007,6,44.35987,-67.70575,35,19.54,66,9.22,10.32,0.8,66,31,35,2,64,31,35,2,64,6,157
"725","200794",2007,6,44.33997,-67.66302,39.9,19.04,24,16.12,2.92,0.819,24,10,14,0,24,10,14,0,24,6,157
"726","200795",2007,6,44.37887,-67.55063,48.8,19.02,66,6.8,12.22,0.862,66,43,23,3,63,43,23,3,63,7,158
"727","200796",2007,6,44.23553,-67.582,80.7,12.44,14,5.46,6.98,0.842,15,9,6,0,15,8.4,5.6,0,14,7,158
"728","200797",2007,6,44.24813,-67.48313,100,4.71,4,0,4.71,0.867,4,4,0,0,4,4,0,0,4,7,158
"729","200798",2007,6,44.29567,-67.50882,59.3,0.58,1,0,0.58,0.854,1,1,0,0,1,1,0,0,1,7,158
"730","200799",2007,6,44.3472,-67.50023,57.3,3.1,6,0,3.1,0.607,6,6,0,0,6,6,0,0,6,7,158
"731","20081",2008,5,42.87223,-70.57597,47.7,1.78,6,1.42,0.36,0.767,6,2,4,0,6,2,4,0,6,5,126
"732","200810",2008,5,43.09187,-70.30763,73.5,0.8,2,0,0.8,0.815,2,2,0,0,2,2,0,0,2,7,128
"733","2008100",2008,6,44.2955,-67.60723,47.5,4.65,6,0,4.65,0.882,6,6,0,0,6,6,0,0,6,3,155
"734","2008101",2008,6,44.32883,-67.62658,48.3,11.24,16,7.52,3.72,0.776,16,9,7,0,16,9,7,0,16,4,156
"735","2008102",2008,6,44.42498,-67.54345,42.1,17.04,67,9.12,7.92,0.84,67,30,37,5,62,30,37,5,62,4,156
"736","2008103",2008,6,44.41578,-67.5715,37,25.76,89,16.3,9.46,0.814,89,48,41,9,80,48,41,9,80,4,156
"737","2008104",2008,6,44.46712,-67.72625,20,62.4,202,28.46,33.94,0.877,202,108,94,3,199,108,94,3,199,4,156
"738","2008105",2008,6,44.58513,-67.30222,28.9,16.14,51,8.82,7.32,0.926,51,23,28,4,47,23,28,4,47,5,157
"739","2008106",2008,6,44.62123,-67.2131,35.5,12.05,33,5.45,6.6,0.886,33,18,15,0,33,18,15,0,33,5,157
"740","2008107",2008,6,44.65793,-67.16414,25.5,10.56,42,4.58,5.98,0.787,42,24,18,5,37,24,18,5,37,5,157
"741","2008108",2008,6,44.62048,-67.17497,49.8,5.84,20,2.38,3.46,0.832,20,11,9,2,18,11,9,2,18,5,157
"742","2008109",2008,6,44.72175,-67.07557,34.5,2.87,10,1.67,1.2,0.903,10,3,7,1,9,3,7,1,9,6,158
"743","200811",2008,5,43.18135,-70.2311,65,0,0,0,0,0.827,0,0,0,0,0,0,0,0,0,7,128
"744","2008110",2008,6,44.71813,-67.09575,20.5,19.78,71,10.26,9.52,0.97,71,35,36,4,67,35,36,4,67,6,158
"745","2008111",2008,6,44.69953,-66.96047,55.5,1.56,5,1.1,0.46,0.75,5,2,3,0,5,2,3,0,5,6,158
"746","2008112",2008,6,44.6841,-66.99813,47.5,11.4,30,8.42,2.98,0.772,30,9,21,0,30,9,21,0,30,6,158
"747","200812",2008,5,43.21978,-70.19377,63.5,0.94,2,0,0.94,0.833,2,1,1,0,2,1,1,0,2,7,128
"748","200813",2008,5,43.15102,-70.24813,74,0.78,2,0,0.78,0.874,2,2,0,0,2,2,0,0,2,7,128
"749","200814",2008,5,43.14557,-70.38943,48.6,1.42,7,1.08,0.34,0.851,7,4,3,1,6,4,3,1,6,7,128
"750","200815",2008,5,43.17678,-70.43615,37,8.72,41,5.42,3.3,0.731,41,17,24,1,40,17,24,1,40,7,128
"751","200816",2008,5,43.3001,-70.54642,10,8.96,36,4.7,4.26,0.679,36,15,21,2,34,15,21,2,34,8,129
"752","200817",2008,5,43.2278,-70.31923,52.5,0.21,2,0.08,0.13,0.662,2,1,1,0,2,1,1,0,2,8,129
"753","200818",2008,5,43.25148,-70.2681,51.7,1.94,7,1.18,0.76,0.463,7,2,5,0,7,2,5,0,7,8,129
"754","200819",2008,5,43.28543,-70.28692,50,1.92,7,0.64,1.28,0.676,7,4,3,0,7,4,3,0,7,8,129
"755","20082",2008,5,42.90848,-70.65222,32.5,2.08,9,1.12,0.96,0.813,9,4,5,0,9,4,5,0,9,5,126
"756","200820",2008,5,43.32118,-70.33833,38,2.34,7,0.76,1.58,0.748,7,3,4,0,7,3,4,0,7,8,129
"757","200821",2008,5,43.40483,-70.13467,56,1.31,5,0.27,1.04,0.7,5,4,1,0,5,4,1,0,5,9,130
"758","200822",2008,5,43.43103,-70.28087,34.5,25.29,142,13.73,11.56,0.89,142,62,80,13,129,62,80,13,129,9,130
"759","200823",2008,5,43.46728,-70.3192,17.5,6.68,29,3.46,3.22,0.854,29,16,13,0,29,16,13,0,29,9,130
"760","200824",2008,5,43.51457,-70.24202,23.1,19.68,116,11.82,7.86,0.793,116,46,70,22,94,46,70,22,94,9,130
"761","200825",2008,5,43.52968,-70.27512,14,6.14,26,4.1,2.04,0.829,26,8,18,2,24,8,18,2,24,9,130
"762","200826",2008,5,43.77743,-70.02355,9,11.71,92,6.96,4.75,0.909,92,49,43,52,40,49,43,52,40,12,133
"763","200827",2008,5,43.66312,-70.07682,20.5,16.88,94,8.26,8.62,0.827,94,53,41,19,75,53,41,19,75,12,133
"764","200828",2008,5,43.4664,-69.96418,67,0,0,0,0,0.825,0,0,0,0,0,0,0,0,0,13,134
"765","200829",2008,5,43.48432,-69.92942,68,0,0,0,0,0.837,0,0,0,0,0,0,0,0,0,13,134
"766","20083",2008,5,42.94687,-70.67332,24.5,5.36,21,2.8,2.56,0.828,21,11,10,0,21,11,10,0,21,5,126
"767","200830",2008,5,43.57333,-69.93453,50.5,1.72,4,0.82,0.9,0.836,4,2,2,0,4,2,2,0,4,13,134
"768","200831",2008,5,43.60162,-69.87523,46,2.88,9,0.62,2.26,0.849,9,6,3,0,9,6,3,0,9,13,134
"769","200832",2008,5,43.60068,-69.7173,54.7,1.5,3,0.22,1.28,0.875,3,2,1,0,3,2,1,0,3,13,134
"770","200833",2008,5,43.62768,-69.59768,59.5,2.6,5,0.26,2.34,0.672,5,3,2,0,5,3,2,0,5,14,135
"771","200834",2008,5,43.68793,-69.65567,46.2,4.68,21,2.32,2.36,0.806,21,10,11,1,20,10,11,1,20,14,135
"772","200835",2008,5,43.70837,-69.74238,17,52.7,171,29.62,23.08,0.796,171,78,93,2,169,78,93,2,169,14,135
"773","200836",2008,5,43.71048,-69.77782,10.5,30.46,101,15.44,15.02,0.82,101,48,53,3,98,48,53,3,98,14,135
"774","200837",2008,5,43.95595,-69.37887,7.8,6.6,59,3.34,3.26,0.823,59,31,28,32,27,31,28,32,27,15,136
"775","200838",2008,5,43.88013,-69.32633,15.2,29.12,163,13.34,15.78,0.831,163,77,86,41,122,77,86,41,122,15,136
"776","200839",2008,5,43.83537,-69.3087,40.5,36.54,235,20.78,15.76,0.596,235,110,125,73,162,110,125,73,162,15,136
"777","20084",2008,5,42.93622,-70.74542,15,2.96,10,1.34,1.62,0.813,10,6,4,1,9,6,4,1,9,5,126
"778","200840",2008,5,43.81233,-69.45952,34.5,7.48,51,3.76,3.72,0.837,0,0,0,0,0,0,0,0,0,15,136
"779","200841",2008,5,43.83883,-69.48473,33.5,25.66,175,11.14,14.52,0.821,175,98,77,59,116,98,77,59,116,15,136
"780","200842",2008,5,43.77215,-69.4894,49.2,3.94,18,1.28,2.66,0.887,18,9,9,0,18,9,9,0,18,16,137
"781","200843",2008,5,43.71852,-69.45202,58.5,0.39,1,0,0.39,0.696,1,1,0,0,1,1,0,0,1,16,137
"782","200844",2008,5,43.66293,-69.44782,67.2,0,0,0,0,0.691,0,0,0,0,0,0,0,0,0,16,137
"783","200845",2008,5,43.6942,-69.512,65.2,0,0,0,0,0.837,0,0,0,0,0,0,0,0,0,16,137
"784","200846",2008,5,43.61165,-69.54988,70.2,0,0,0,0,0.699,0,0,0,0,0,0,0,0,0,16,137
