,trawl_id,female_catch,male_catch,fall_catch,spring_catch,juvenile_catch,adult_catch,year,season,total_catch,stratum,station,lon,lat,temperature_b,depth,sediment
934,198791.19,4,8,NA,12,5,7,1987,SPRING,12,9250,19,-70.688,42.149833,9.5,9,sd
935,198791.2,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9120,2,-70.738333,41.615167,10.4,10,sd
936,198791.2,20,26,NA,46,11,35,1987,SPRING,46,9320,20,-70.809833,42.3065,8,19,sd
937,198791.21,4,8,NA,12,3,9,1987,SPRING,12,9310,21,-70.868333,42.291667,8,6,sd
938,198791.22,4,8,NA,12,1,11,1987,SPRING,12,9340,22,-70.864833,42.439,NA,NA,NA
939,198791.23,NA,4,NA,4,NA,4,1987,SPRING,4,9320,23,-70.91,42.458167,7.7,13,sd
940,198791.24,3,3,NA,6,NA,6,1987,SPRING,6,9330,24,-70.8795,42.448833,6.4,25,sd
941,198791.25,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9350,25,-70.713667,42.459833,6.1,55,sd
942,198791.26,1,1,NA,2,NA,2,1987,SPRING,2,9350,26,-70.708333,42.524833,6.5,47,sd
943,198791.27,2,1,NA,3,NA,3,1987,SPRING,3,9340,27,-70.725,42.549833,6.8,34,br
944,198791.28,1,NA,NA,1,NA,1,1987,SPRING,1,9360,28,-70.520167,42.632667,5.1,70,sd
945,198791.29,1,2,NA,3,NA,3,1987,SPRING,3,9360,29,-70.555333,42.709667,6,79,sd-cl/st
946,198791.3,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9110,3,-70.906833,41.578167,10.4,8,sd
947,198791.3,1,NA,NA,1,NA,1,1987,SPRING,1,9350,30,-70.627,42.725667,6,43,sd
948,198791.31,NA,1,NA,1,NA,1,1987,SPRING,1,9350,31,-70.658667,42.734667,6.9,40,sd
949,198791.32,1,3,NA,4,1,3,1987,SPRING,4,9330,32,-70.698333,42.7,7.1,21,sd
950,198791.33,5,2,NA,7,2,5,1987,SPRING,7,9310,33,-70.747,42.710167,7.3,9,sd
951,198791.34,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9320,34,-70.773167,42.771167,6.2,18,sd
952,198791.35,3,NA,NA,3,1,2,1987,SPRING,3,9310,35,-70.795833,42.775667,7,9,sd
953,198791.36,1,NA,NA,1,NA,1,1987,SPRING,1,9330,36,-70.779667,42.854167,6.2,26,gr-sd
954,198791.37,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9340,37,-70.743333,42.8215,5.6,33,gr-sd
955,198791.38,1,1,NA,2,NA,2,1987,SPRING,2,9360,38,-70.625,42.483333,5.4,77,sd-cl/st
956,198791.39,1,1,NA,2,NA,2,1987,SPRING,2,9360,39,-70.657333,42.4175,5.7,74,sd/st/cl
957,198791.4,1,5,NA,6,2,4,1987,SPRING,6,9120,4,-70.879167,41.522667,10.1,16,sd
958,198791.4,5,2,NA,7,NA,7,1987,SPRING,7,9350,40,-70.700167,42.382833,5.6,55,sd/st/cl
959,198791.41,3,3,NA,6,NA,6,1987,SPRING,6,9290,41,-70.478,42.103833,5.1,50,sd
960,198791.42,1,NA,NA,1,NA,1,1987,SPRING,1,9290,42,-70.4565,42.029833,5,49,sd
961,198791.43,NA,2,NA,2,NA,2,1987,SPRING,2,9290,43,-70.3685,41.9995,5.3,50,sd-cl/st
962,198791.44,3,2,NA,5,1,4,1987,SPRING,5,9280,44,-70.4755,41.9435,5.9,36,sd
963,198791.45,8,5,NA,13,6,7,1987,SPRING,13,9280,45,-70.400833,41.913,5.6,36,sd-cl/st
964,198791.46,2,NA,NA,2,NA,2,1987,SPRING,2,9260,46,-70.494667,41.837167,7.6,12,sd
965,198791.47,4,5,NA,9,1,8,1987,SPRING,9,9260,47,-70.270833,41.785833,7.5,17,sd
966,198791.48,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9270,48,-70.264167,41.843667,7.5,26,cl-st/sd
967,198791.49,1,2,NA,3,NA,3,1987,SPRING,3,9260,49,-70.173333,41.844667,7.6,15,cl-st/sd
968,198791.5,7,7,NA,14,4,10,1987,SPRING,14,9120,5,-70.8865,41.443333,10.5,14,sd
969,198791.5,NA,1,NA,1,NA,1,1987,SPRING,1,9260,50,-70.1175,41.904667,9.6,14,sd
970,198791.51,NA,1,NA,1,NA,1,1987,SPRING,1,9270,51,-70.144,41.940333,5.9,25,sd-cl/st
971,198791.52,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9290,52,-70.235333,42.0075,5.3,43,sd-cl/st
972,198791.53,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9280,53,-70.200667,41.9285,5.4,31,sd-cl/st
973,198791.54,NA,1,NA,1,NA,1,1987,SPRING,1,9280,54,-70.274333,41.882667,5.3,30,sd/st/cl
974,198791.55,NA,2,NA,2,NA,2,1987,SPRING,2,9290,55,-70.3115,42.033667,5,53,sd-cl/st
975,198791.56,1,1,NA,2,NA,2,1987,SPRING,2,9300,56,-70.314,42.084833,5.2,60,cl-st/sd
976,198791.57,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9210,57,-70.206167,42.101667,5.7,62,sd
977,198791.58,NA,1,NA,1,NA,1,1987,SPRING,1,9200,58,-70.1395,42.102333,6.2,36,sd
978,198791.59,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9210,59,-70.038333,42.081,6,44,gr-sd
979,198791.6,1,NA,NA,1,1,NA,1987,SPRING,1,9130,6,-70.6845,41.48,10.3,23,gr-sd
980,198791.6,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9180,60,-70.0185,42.024333,6.3,18,sd
981,198791.61,2,3,NA,5,2,3,1987,SPRING,5,9170,61,-70.14,42.083833,8.6,9,sd
982,198791.62,NA,1,NA,1,NA,1,1987,SPRING,1,9300,62,-70.2665,42.077167,6.2,60,cl-st/sd
983,198791.63,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9270,63,-70.130333,42.027167,6.2,21,sd
984,198791.64,1,3,NA,4,1,3,1987,SPRING,4,9170,64,-69.938333,41.8575,10.2,9,sd
985,198791.65,1,NA,NA,1,NA,1,1987,SPRING,1,9190,65,-69.9125,41.824,7.5,21,sd
986,198791.66,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9200,66,-69.888,41.835,6.5,33,sd
987,198791.67,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9180,67,-69.897,41.7215,9.5,16,sd
988,198791.68,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9150,68,-70.213833,41.600667,12.1,9,sd
989,198791.69,2,1,NA,3,3,NA,1987,SPRING,3,9160,69,-70.169667,41.571,11.6,13,sd
990,198791.7,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9120,7,-70.799,41.400167,10,17,sd
991,198791.7,NA,1,NA,1,1,NA,1987,SPRING,1,9150,70,-70.034333,41.613,10.8,9,sd
992,198791.71,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9150,71,-70.044167,41.563667,10.5,9,sd
993,198791.72,2,NA,NA,2,2,NA,1987,SPRING,2,9160,72,-70.138333,41.520333,11.2,11,sd
994,198791.73,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9160,73,-70.240167,41.483167,10.9,16,sd
995,198791.74,2,1,NA,3,2,1,1987,SPRING,3,9150,74,-70.266167,41.552833,11.4,9,sd
996,198791.75,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9120,75,-70.399,41.368167,11,14,gr-sd
997,198791.76,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9170,76,-70.3085,41.286167,9.3,9,sd
998,198791.77,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9190,77,-70.219,41.222833,9.1,20,sd
999,198791.78,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9180,78,-70.157667,41.217167,10,14,sd
1000,198791.79,NA,1,NA,1,NA,1,1987,SPRING,1,9180,79,-69.9675,41.386167,9,12,sd
1001,198791.8,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9120,8,-70.788333,41.371,10.1,18,sd
1002,198791.8,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9170,80,-69.975833,41.404,8.7,9,sd
1003,198791.81,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9150,81,-70.128667,41.315833,11.9,8,sd
1004,198791.82,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9160,82,-70.080333,41.331333,11.5,14,sd
1005,198791.83,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9160,83,-70.047,41.336667,11.8,14,sd
1006,198791.84,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9170,84,-70.005,41.470167,9,9,sd
1007,198791.85,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9160,85,-70.066333,41.456833,9,15,sd
1008,198791.86,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9150,86,-70.187,41.388167,12,9,sd
1009,198791.87,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9160,87,-70.417,41.499167,11.5,14,sd
1010,198791.88,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9130,88,-70.609667,41.301667,9.5,22,sd
1011,198791.89,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9120,89,-70.601667,41.32,10.5,17,sd
1012,198791.9,3,4,NA,7,1,6,1987,SPRING,7,9110,9,-70.7915,41.354,10.1,10,sd
1013,198791.9,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9110,90,-70.612333,41.342,11.4,10,sd
1014,198791.91,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9120,91,-70.640667,41.333333,10.9,13,sd
1015,198791.92,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9110,92,-70.687833,41.336667,11.2,10,sd
1016,198791.93,1,NA,NA,1,NA,1,1987,SPRING,1,9160,93,-70.550167,41.507333,12,18,sd
1017,198791.94,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9150,94,-70.514167,41.539167,14,9,sd
1018,198791.95,1,NA,NA,1,1,NA,1987,SPRING,1,9150,95,-70.498833,41.5385,14.2,10,sd
1019,198791.96,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9160,96,-70.407333,41.487333,12.4,19,sd
1020,198791.97,NA,NA,NA,NA,NA,NA,1987,SPRING,NA,9160,97,-70.478167,41.461333,12.2,17,gr-sd
1021,198792.1,NA,1,1,NA,NA,1,1987,FALL,1,9250,1,-70.285333,41.748167,10.5,8,sd
1022,198792.1,NA,2,2,NA,NA,2,1987,FALL,2,9350,10,-70.713,42.525,5.6,48,sd
1023,198792.11,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9360,11,-70.636833,42.505667,5.3,66,sd/st/cl
1024,198792.12,3,3,6,NA,1,5,1987,FALL,6,9340,12,-70.729833,42.550667,6,35,br
1025,198792.13,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9360,13,-70.521167,42.6355,5.5,68,sd
1026,198792.14,2,NA,2,NA,NA,2,1987,FALL,2,9350,14,-70.621167,42.716,5.7,40,sd
1027,198792.15,2,2,4,NA,NA,4,1987,FALL,4,9330,15,-70.6985,42.7005,7,21,sd
1028,198792.16,NA,1,1,NA,NA,1,1987,FALL,1,9340,16,-70.751333,42.837667,6.4,33,gr-sd
1029,198792.17,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9320,17,-70.734167,42.7195,8.4,17,sd
1030,198792.18,5,2,7,NA,1,6,1987,FALL,7,9320,18,-70.723167,42.704167,8.7,17,sd
1031,198792.19,1,1,2,NA,NA,2,1987,FALL,2,9360,19,-70.536,42.7005,4,81,gr-sd
1032,198792.2,1,NA,1,NA,NA,1,1987,FALL,1,9260,2,-70.3545,41.758167,8.6,16,sd
1033,198792.2,NA,1,1,NA,NA,1,1987,FALL,1,9350,20,-70.568833,42.597833,5.7,50,sd
1034,198792.21,NA,2,2,NA,NA,2,1987,FALL,2,9360,21,-70.6365,42.462167,4.7,76,sd-cl/st
1035,198792.22,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9290,22,-70.458167,42.058167,5,48,sd
1036,198792.23,1,NA,1,NA,NA,1,1987,FALL,1,9290,23,-70.406,42.013667,5,49,sd-cl/st
1037,198792.24,2,1,3,NA,1,2,1987,FALL,3,9280,24,-70.476,41.947833,5,35,sd
1038,198792.25,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9290,25,-70.341667,41.955333,5,41,sd-cl/st
1039,198792.26,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9290,26,-70.247833,41.985333,4.9,42,sd-cl/st
1040,198792.27,2,NA,2,NA,NA,2,1987,FALL,2,9280,27,-70.377333,41.874333,5.2,33,sd/st/cl
1041,198792.28,NA,1,1,NA,1,NA,1987,FALL,1,9270,28,-70.372667,41.797667,6.5,26,sd
1042,198792.29,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9260,29,-70.191833,41.856333,7.4,15,cl-st/sd
1043,198792.3,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9270,30,-70.1815,41.878,6.5,22,cl-st/sd
1044,198792.31,1,NA,1,NA,NA,1,1987,FALL,1,9250,31,-70.104333,41.9085,14.8,8,sd
1045,198792.32,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9270,32,-70.145833,41.941667,6.6,23,sd-cl/st
1046,198792.33,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9260,33,-70.116667,41.970833,6.6,19,sd-cl/st
1047,198792.34,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9280,34,-70.191167,41.9915,5.4,34,sd-cl/st
1048,198792.35,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9280,35,-70.226333,41.928,5.8,34,sd-cl/st
1049,198792.36,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9290,36,-70.247,42.041333,5,52,sd
1050,198792.37,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9300,37,-70.341167,42.115,5.1,62,cl-st/sd
1051,198792.38,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9300,38,-70.2775,42.1075,5.1,62,cl-st/sd
1052,198792.39,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9210,39,-70.218167,42.109,4.9,62,sd
1053,198792.4,NA,1,1,NA,1,NA,1987,FALL,1,9270,4,-70.477,41.886,6,26,sd
1054,198792.4,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9210,40,-70.0375,42.087667,6.3,45,gr-sd
1055,198792.41,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9200,41,-70.0135,42.052333,6.9,36,sd
1056,198792.42,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9170,42,-70.073,42.055,12.4,8,sd
1057,198792.43,3,2,5,NA,1,4,1987,FALL,5,9180,43,-70.1155,42.0825,7.5,17,sd
1058,198792.44,1,2,3,NA,1,2,1987,FALL,3,9170,44,-69.976,41.9455,9.8,8,sd
1059,198792.45,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9190,45,-69.949833,41.927333,9,23,sd
1060,198792.46,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9200,46,-69.885833,41.822333,7.1,35,sd
1061,198792.47,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9210,47,-69.8755,41.825667,7,41,sd
1062,198792.49,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9150,49,-70.356167,41.585167,20.7,10,sd
1063,198792.5,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9150,50,-70.543167,41.539333,20.3,8,sd
1064,198792.51,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9160,51,-70.609833,41.519167,19.5,20,sd
1065,198792.52,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9160,52,-70.475333,41.485833,19.6,16,gr-sd
1066,198792.53,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9160,53,-70.414833,41.4875,20,20,gr-sd
1067,198792.54,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9150,54,-70.263333,41.479833,19.9,9,sd
1068,198792.55,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9160,55,-70.286333,41.503,20,16,sd
1069,198792.56,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9150,56,-70.285667,41.551833,20.5,8,sd
1070,198792.57,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9150,57,-70.142833,41.606833,20,9,sd
1071,198792.58,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9150,58,-70.078,41.6275,18.7,9,sd
1072,198792.59,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9150,59,-70.023167,41.577167,17.1,9,sd
1073,198792.6,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9160,60,-70.131667,41.546833,19.3,13,sd
1074,198792.61,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9160,61,-70.1555,41.5205,19.4,12,sd
1075,198792.62,1,1,2,NA,NA,2,1987,FALL,2,9160,62,-70.146833,41.475833,16.8,12,sd
1076,198792.63,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9130,63,-70.775833,41.383167,18,23,sd
1077,198792.64,2,NA,2,NA,NA,2,1987,FALL,2,9120,64,-70.786,41.359167,17.4,17,sd
1078,198792.65,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9130,65,-70.824333,41.392,17,24,sd
1079,198792.66,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9120,66,-70.8235,41.313167,15.5,14,sd
1080,198792.67,2,3,5,NA,1,4,1987,FALL,5,9140,67,-70.871167,41.310167,16.5,29,sd
1081,198792.68,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9140,68,-70.903,41.350833,16,28,sd
1082,198792.69,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9130,69,-70.857833,41.405333,17,24,sd
1083,198792.7,12,14,26,NA,3,23,1987,FALL,26,9330,7,-70.815333,42.3085,6.4,20,sd
1084,198792.7,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9120,70,-70.888167,41.445833,18,14,sd
1085,198792.71,1,NA,1,NA,1,NA,1987,FALL,1,9160,71,-70.161167,41.456833,17.6,11,sd
1086,198792.72,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9170,72,-70.005833,41.468167,14.4,10,sd
1087,198792.73,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9160,73,-70.130833,41.404833,18.3,11,sd
1088,198792.74,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9150,74,-70.169667,41.406,18.3,9,sd
1089,198792.75,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9160,75,-70.198833,41.349833,18,14,sd
1090,198792.76,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9150,76,-70.217833,41.33,17.7,8,sd
1091,198792.77,5,1,6,NA,5,1,1987,FALL,6,9160,77,-70.05,41.354667,17.6,15,sd
1092,198792.78,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9170,78,-69.985833,41.4,14.3,9,sd
1093,198792.79,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9170,79,-70.0315,41.224,16.4,10,sd
1094,198792.8,5,7,12,NA,3,9,1987,FALL,12,9330,8,-70.877333,42.449333,5.9,23,sd
1095,198792.8,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9180,80,-70.0725,41.2265,16.5,15,sd
1096,198792.81,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9180,81,-70.197833,41.213833,16.7,15,sd
1097,198792.82,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9190,82,-70.2505,41.234,16.7,19,sd
1098,198792.83,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9130,83,-70.735333,41.258,14.6,26,sd
1099,198792.84,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9110,84,-70.658167,41.340667,15.4,9,sd
1100,198792.85,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9120,85,-70.624667,41.324167,15.1,15,sd
1101,198792.86,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9110,86,-70.574667,41.343167,15.6,10,sd
1102,198792.87,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9120,87,-70.524,41.334333,15.2,11,sd
1103,198792.88,2,3,5,NA,2,3,1987,FALL,5,9120,88,-70.720833,41.553667,17.5,14,sd/st/cl
1104,198792.89,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9120,89,-70.886167,41.511333,17.2,15,sd
1105,198792.9,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9350,9,-70.734667,42.474167,5.3,55,sd
1106,198792.9,NA,1,1,NA,NA,1,1987,FALL,1,9110,90,-70.815,41.6035,17,7,sd
1107,198792.91,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9110,91,-70.732333,41.640167,17.5,9,sd
1108,198792.92,NA,NA,NA,NA,NA,NA,1987,FALL,NA,9120,92,-70.729,41.581667,17.6,14,sd/st/cl
1109,198891.1,1,2,NA,3,2,1,1988,SPRING,3,9260,1,-70.169333,41.779167,8.3,11,sd
1110,198891.1,1,NA,NA,1,NA,1,1988,SPRING,1,9350,10,-70.7185,42.46,4.7,55,sd
1111,198891.11,1,1,NA,2,NA,2,1988,SPRING,2,9340,11,-70.724333,42.5495,4.9,35,br
1112,198891.12,2,1,NA,3,1,2,1988,SPRING,3,9350,12,-70.715333,42.5115,4.6,47,sd
1113,198891.13,1,NA,NA,1,NA,1,1988,SPRING,1,9360,13,-70.526667,42.6305,4.6,70,sd
1114,198891.14,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9360,14,-70.5645,42.716833,4.5,60,sd-cl/st
1115,198891.15,1,NA,NA,1,NA,1,1988,SPRING,1,9330,15,-70.671333,42.6995,5.8,25,sd
1116,198891.16,NA,2,NA,2,NA,2,1988,SPRING,2,9310,16,-70.7065,42.679333,6.6,9,sd
1117,198891.17,2,4,NA,6,1,5,1988,SPRING,6,9310,17,-70.786167,42.759667,7,9,sd
1118,198891.18,12,22,NA,34,7,27,1988,SPRING,34,9320,18,-70.787667,42.7835,6,16,sd
1119,198891.19,NA,2,NA,2,NA,2,1988,SPRING,2,9330,19,-70.759167,42.777333,5.3,26,sd
1120,198891.2,NA,1,NA,1,1,NA,1988,SPRING,1,9250,2,-70.29,41.747,8.5,6,sd
1121,198891.2,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9350,20,-70.6365,42.72,5,38,sd
1122,198891.21,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9340,21,-70.599167,42.699,4.5,31,sd
1123,198891.22,1,2,NA,3,NA,3,1988,SPRING,3,9350,22,-70.587667,42.584167,3.9,52,sd
1124,198891.23,NA,1,NA,1,NA,1,1988,SPRING,1,9360,23,-70.6285,42.477833,3.1,78,sd-cl/st
1125,198891.24,NA,1,NA,1,NA,1,1988,SPRING,1,9300,24,-70.417333,42.092333,4,59,cl-st/sd
1126,198891.25,1,1,NA,2,NA,2,1988,SPRING,2,9290,25,-70.4455,42.0535,4.2,52,sd
1127,198891.26,1,1,NA,2,NA,2,1988,SPRING,2,9280,26,-70.539167,41.9965,5.5,35,sd
1128,198891.27,NA,2,NA,2,NA,2,1988,SPRING,2,9290,27,-70.4035,41.999167,4.9,47,sd-cl/st
1129,198891.28,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9290,28,-70.3415,41.957833,5.1,43,sd-cl/st
1130,198891.29,NA,1,NA,1,NA,1,1988,SPRING,1,9280,29,-70.345833,41.924,5.5,36,sd-cl/st
1131,198891.3,3,8,NA,11,3,8,1988,SPRING,11,9270,3,-70.309,41.809,8.4,22,cl-st/sd
1132,198891.3,6,8,NA,14,2,12,1988,SPRING,14,9280,30,-70.4345,41.868333,6,28,cl-st/sd
1133,198891.31,4,8,NA,12,3,9,1988,SPRING,12,9260,31,-70.467333,41.808167,8.5,16,gr-sd
1134,198891.32,2,2,NA,4,NA,4,1988,SPRING,4,9260,32,-70.174833,41.842333,8,14,cl-st/sd
1135,198891.33,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9280,33,-70.242167,41.909833,7,33,sd-cl/st
1136,198891.34,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9280,34,-70.185667,41.984167,5.5,34,sd-cl/st
1137,198891.35,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9290,35,-70.281,42.026667,4.9,54,cl-st/sd
1138,198891.36,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9300,36,-70.347833,42.064333,4.7,57,sd-cl/st
1139,198891.37,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9290,37,-70.297833,41.9955,4.8,46,sd-cl/st
1140,198891.38,2,3,NA,5,NA,5,1988,SPRING,5,9260,38,-70.349,41.765833,7.3,17,sd
1141,198891.39,2,1,NA,3,NA,3,1988,SPRING,3,9270,39,-70.1535,41.926167,7.4,25,sd-cl/st
1142,198891.4,9,9,NA,18,9,9,1988,SPRING,18,9270,4,-70.480333,41.881667,7.4,26,sd
1143,198891.4,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9270,40,-70.152333,42.0265,5.6,25,sd
1144,198891.41,1,1,NA,2,NA,2,1988,SPRING,2,9250,41,-70.147333,42.046667,10.9,9,sd
1145,198891.42,1,1,NA,2,NA,2,1988,SPRING,2,9260,42,-70.114667,41.949667,8.4,18,cl-st/sd
1146,198891.43,1,1,NA,2,1,1,1988,SPRING,2,9210,43,-70.210333,42.102833,5.1,62,sd
1147,198891.44,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9180,44,-70.116167,42.081833,7.1,15,sd
1148,198891.45,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9200,45,-70.0165,42.0535,6.4,35,sd
1149,198891.46,1,NA,NA,1,NA,1,1988,SPRING,1,9210,46,-70.0385,42.084667,5.8,45,gr-sd
1150,198891.47,NA,1,NA,1,NA,1,1988,SPRING,1,9170,47,-70.058667,42.048167,7.7,8,sd
1151,198891.48,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9170,48,-69.969167,41.935833,8.2,8,sd
1152,198891.49,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9200,49,-69.8855,41.818667,5.6,35,sd
1153,198891.5,10,20,NA,30,10,20,1988,SPRING,30,9250,5,-70.621,41.964833,8.9,9,sd
1154,198891.5,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9190,50,-69.913667,41.824,7.3,20,sd
1155,198891.52,NA,2,NA,2,1,1,1988,SPRING,2,9150,52,-70.1585,41.592833,11.8,9,sd
1156,198891.53,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9150,53,-70.077333,41.634167,12,8,sd
1157,198891.54,1,NA,NA,1,1,NA,1988,SPRING,1,9160,54,-70.150333,41.566833,11,11,sd
1158,198891.55,1,NA,NA,1,1,NA,1988,SPRING,1,9150,55,-70.210333,41.521667,10.5,9,sd
1159,198891.56,1,3,NA,4,4,NA,1988,SPRING,4,9160,56,-70.133,41.529,10.4,11,sd
1160,198891.57,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9160,57,-70.294667,41.505,11.3,15,sd
1161,198891.58,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9160,58,-70.368667,41.548833,12.1,21,sd
1162,198891.59,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9160,59,-70.504167,41.497167,11.2,22,gr-sd
1163,198891.6,4,12,NA,16,4,12,1988,SPRING,16,9330,6,-70.807167,42.306667,6.4,20,sd
1164,198891.6,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9160,60,-70.606167,41.522833,12.5,18,sd
1165,198891.61,NA,1,NA,1,NA,1,1988,SPRING,1,9150,61,-70.506667,41.5395,13.5,9,sd
1166,198891.62,NA,NA,NA,NA,NA,NA,1988,SPRING,NA,9150,62,-70.293833,41.546833,12.1,7,sd
1167,198891.63,1,1,NA,2,NA,2,1988,SPRING,2,9190,63,-70.220167,41.222333,9.9,20,sd
